Echo A : BASELI~1.DTA   
Time Period: 0.04-20.48msec
   No.  A (mPa)  An (mPa)
  229    0.0389  -0.0106
  230    0.0425   0.0005
  231    0.0401  -0.0022
  232    0.0425  -0.0084
  233    0.0482  -0.0190
  234    0.0461  -0.0110
  235    0.0319  -0.0130
  236    0.0182  -0.0310
  237    0.0221  -0.0269
  238    0.0331  -0.0187
  239    0.0341  -0.0072
  240    0.0269   0.0084
  241    0.0151   0.0281
  242   -0.0002   0.0262
  243   -0.0139   0.0079
  244   -0.0202   0.0091
  245   -0.0166   0.0130
  246   -0.0046   0.0269
  247   -0.0180   0.0355
  248   -0.0406   0.0259
  249   -0.0521   0.0132
  250   -0.0602   0.0098
  251   -0.0566   0.0031
  252   -0.0324  -0.0036
  253    0.0019   0.0130
  254    0.0166   0.0084
  255    0.0091  -0.0034
  256    0.0019  -0.0144
  257    0.0026  -0.0170
  258    0.0110  -0.0187
  259    0.0204  -0.0235
  260    0.0182  -0.0089
  261    0.0214   0.0031
  262    0.0137   0.0017
  263    0.0072   0.0079
  264   -0.0024  -0.0014
  265   -0.0007   0.0014
  266    0.0055   0.0149
  267    0.0065   0.0130
  268    0.0098   0.0103
  269    0.0036   0.0137
  270   -0.0041   0.0247
  271   -0.0058   0.0130
  272    0.0014  -0.0026
  273    0.0170  -0.0187
  274    0.0326  -0.0204
  275    0.0446   0.0038
  276    0.0367   0.0158
  277    0.0269   0.0202
  278    0.0125   0.0094
  279   -0.0024  -0.0101
  280   -0.0175  -0.0230
  281   -0.0175  -0.0192
  282   -0.0118  -0.0180
  283   -0.0115  -0.0223
  284   -0.0058  -0.0266
  285   -0.0086  -0.0293
  286   -0.0223  -0.0245
  287   -0.0367  -0.0158
  288   -0.0509  -0.0240
  289   -0.0514  -0.0120
  290   -0.0401   0.0103
  291   -0.0245   0.0151
  292   -0.0055   0.0125
  293    0.0170   0.0149
  294    0.0168   0.0158
  295    0.0038   0.0142
  296    0.0041   0.0158
  297    0.0067   0.0166
  298    0.0106   0.0108
  299    0.0158   0.0026
  300    0.0127  -0.0031
  301    0.0206  -0.0005
  302    0.0302  -0.0115
  303    0.0343  -0.0108
  304    0.0259   0.0012
  305    0.0118   0.0065
  306   -0.0012   0.0029
  307   -0.0142   0.0002
  308   -0.0230  -0.0134
  309   -0.0322  -0.0317
  310   -0.0406  -0.0038
  311   -0.0374   0.0158
  312   -0.0271   0.0024
  313   -0.0194  -0.0151
  314   -0.0146  -0.0125
  315   -0.0058   0.0067
  316   -0.0002   0.0154
  317    0.0036   0.0185
  318   -0.0007   0.0101
  319   -0.0055   0.0067
  320    0.0014   0.0091
  321    0.0110   0.0120
  322    0.0271   0.0113
  323    0.0446   0.0034
  324    0.0478   0.0072
  325    0.0379   0.0130
  326    0.0302   0.0154
  327    0.0132   0.0065
  328   -0.0091  -0.0043
  329   -0.0182  -0.0127
  330   -0.0216   0.0034
  331   -0.0137   0.0118
  332   -0.0002   0.0187
  333    0.0082   0.0125
  334    0.0089  -0.0036
  335    0.0048  -0.0096
  336    0.0053  -0.0089
  337   -0.0074  -0.0019
  338   -0.0230  -0.0010
  339   -0.0312  -0.0017
  340   -0.0235   0.0012
  341   -0.0065  -0.0002
  342    0.0074  -0.0038
  343    0.0187  -0.0062
  344    0.0250  -0.0125
  345    0.0211  -0.0180
  346    0.0098  -0.0038
  347    0.0062   0.0002
  348   -0.0048   0.0048
  349   -0.0041   0.0084
  350   -0.0002   0.0101
  351    0.0185   0.0134
  352    0.0362   0.0194
  353    0.0317   0.0149
  354    0.0077   0.0026
  355   -0.0146  -0.0026
  356   -0.0274   0.0074
  357   -0.0209   0.0029
  358   -0.0074  -0.0060
  359   -0.0115   0.0038
  360   -0.0146   0.0228
  361   -0.0060   0.0096
  362   -0.0007  -0.0276
  363   -0.0026  -0.0269
  364   -0.0031  -0.0233
  365   -0.0110  -0.0281
  366   -0.0132  -0.0125
  367   -0.0132  -0.0091
  368   -0.0103  -0.0286
  369    0.0024  -0.0206
  370    0.0010  -0.0002
  371    0.0038   0.0077
  372    0.0000   0.0022
  373    0.0086  -0.0096
  374    0.0089  -0.0031
  375   -0.0005  -0.0050
  376   -0.0118  -0.0082
  377   -0.0106  -0.0055
  378   -0.0070  -0.0173
  379   -0.0024  -0.0154
  380   -0.0038  -0.0060
  381   -0.0007  -0.0055
  382    0.0031  -0.0199
  383    0.0029  -0.0168
  384    0.0005  -0.0067
  385    0.0005   0.0139
