Echo A : BASELI~1.DTA   
Time Period: 0.04-20.48msec
   No.  A (mPa)  An (mPa)
  230   -0.1690   0.0154
  231   -0.0629   0.0029
  232    0.0475  -0.0031
  233    0.1265  -0.0029
  234    0.1680   0.0161
  235    0.1584   0.0350
  236    0.1087   0.0386
  237    0.0413   0.0319
  238   -0.0456   0.0262
  239   -0.1193   0.0122
  240   -0.1754   0.0096
  241   -0.1978   0.0125
  242   -0.1531   0.0122
  243   -0.0497  -0.0010
  244    0.0569  -0.0026
  245    0.1236   0.0322
  246    0.1397   0.0576
  247    0.0941   0.0564
  248    0.0223   0.0204
  249   -0.0466   0.0041
  250   -0.0794   0.0154
  251   -0.0504   0.0242
  252   -0.0089   0.0228
  253    0.0046   0.0262
  254    0.0014   0.0180
  255   -0.0214  -0.0077
  256   -0.0312  -0.0386
  257   -0.0223  -0.0506
  258   -0.0180  -0.0485
  259    0.0000  -0.0466
  260    0.0240  -0.0319
  261    0.0485  -0.0254
  262    0.0564  -0.0214
  263    0.0307  -0.0218
  264   -0.0262  -0.0206
  265   -0.0845  -0.0139
  266   -0.1042  -0.0130
  267   -0.0802  -0.0113
  268   -0.0310   0.0031
  269    0.0209   0.0228
  270    0.0859   0.0365
  271    0.1404   0.0218
  272    0.1694   0.0012
  273    0.1517  -0.0108
  274    0.0984  -0.0163
  275    0.0281  -0.0161
  276   -0.0374  -0.0139
  277   -0.0768  -0.0010
  278   -0.0907   0.0055
  279   -0.0862   0.0058
  280   -0.0578   0.0074
  281   -0.0067   0.0029
  282    0.0422   0.0094
  283    0.0749   0.0158
  284    0.0730   0.0226
  285    0.0432   0.0298
  286    0.0101   0.0031
  287   -0.0355  -0.0029
  288   -0.0634   0.0072
  289   -0.0751   0.0058
  290   -0.0814   0.0036
  291   -0.0790  -0.0007
  292   -0.0626  -0.0002
  293   -0.0283  -0.0062
  294    0.0137   0.0089
  295    0.0468   0.0163
  296    0.0710   0.0134
  297    0.0660   0.0134
  298    0.0358   0.0199
  299   -0.0168   0.0192
  300   -0.0614  -0.0127
  301   -0.0744  -0.0499
  302   -0.0641  -0.0583
  303   -0.0218  -0.0391
  304    0.0233  -0.0072
  305    0.0406   0.0070
  306    0.0478  -0.0072
  307    0.0499  -0.0257
  308    0.0293  -0.0427
  309    0.0072  -0.0456
  310   -0.0247  -0.0252
  311   -0.0437  -0.0178
  312   -0.0446  -0.0276
  313   -0.0314  -0.0170
  314   -0.0034   0.0026
  315    0.0170   0.0192
  316    0.0295  -0.0084
  317    0.0331  -0.0199
  318    0.0461  -0.0017
  319    0.0602   0.0101
  320    0.0703   0.0322
  321    0.0689   0.0374
  322    0.0552   0.0235
  323    0.0324   0.0326
  324    0.0146   0.0298
  325   -0.0048   0.0211
  326   -0.0228   0.0122
  327   -0.0350   0.0158
  328   -0.0367   0.0247
  329   -0.0310   0.0295
  330   -0.0211   0.0290
  331   -0.0077   0.0146
  332    0.0005   0.0115
  333   -0.0029   0.0118
  334   -0.0151   0.0137
  335   -0.0391   0.0077
  336   -0.0722  -0.0031
  337   -0.0852  -0.0014
  338   -0.0780  -0.0060
  339   -0.0418  -0.0113
  340    0.0031  -0.0072
  341    0.0269  -0.0086
  342    0.0336  -0.0113
  343    0.0293  -0.0240
  344    0.0274  -0.0334
  345    0.0166  -0.0288
  346    0.0046  -0.0240
  347   -0.0007  -0.0127
  348    0.0084  -0.0010
  349    0.0214   0.0010
  350    0.0182   0.0005
  351    0.0250   0.0012
  352    0.0278   0.0118
  353    0.0209   0.0247
  354    0.0106   0.0386
  355   -0.0043   0.0324
  356   -0.0163   0.0228
  357   -0.0137   0.0281
  358   -0.0072   0.0422
  359    0.0077   0.0432
  360    0.0091   0.0386
  361   -0.0158   0.0269
  362   -0.0343  -0.0228
  363   -0.0274  -0.0593
  364   -0.0089  -0.0466
  365    0.0038  -0.0290
  366    0.0108  -0.0276
  367    0.0036  -0.0415
  368   -0.0132  -0.0394
  369   -0.0144  -0.0197
  370   -0.0197  -0.0038
  371   -0.0192   0.0127
  372   -0.0127   0.0115
  373   -0.0022   0.0055
  374    0.0084   0.0142
  375    0.0187   0.0257
  376    0.0360   0.0113
  377    0.0314  -0.0067
  378    0.0240  -0.0228
  379    0.0192  -0.0194
  380    0.0014  -0.0194
  381   -0.0151  -0.0187
  382   -0.0185  -0.0226
  383   -0.0082  -0.0235
  384    0.0014  -0.0170
  385    0.0161   0.0014
  386    0.0286   0.0235
  387    0.0204   0.0288
  388   -0.0053   0.0166
  389   -0.0329   0.0134
  390   -0.0449   0.0238
  391   -0.0298   0.0257
  392   -0.0154   0.0199
  393   -0.0074   0.0101
  394   -0.0024   0.0002
  395   -0.0007   0.0060
  396    0.0096  -0.0034
  397    0.0226  -0.0298
  398    0.0197  -0.0514
  399    0.0168  -0.0410
  400    0.0122  -0.0230
  401    0.0062  -0.0216
  402    0.0192  -0.0226
  403    0.0341  -0.0106
  404    0.0346  -0.0091
  405    0.0314  -0.0077
  406    0.0204   0.0050
  407    0.0017   0.0187
  408   -0.0053   0.0286
  409   -0.0139   0.0286
  410   -0.0358   0.0218
  411   -0.0528   0.0170
  412   -0.0672   0.0247
  413   -0.0749   0.0149
  414   -0.0701   0.0113
  415   -0.0581   0.0137
  416   -0.0473   0.0187
  417   -0.0346   0.0187
  418   -0.0293   0.0031
  419   -0.0086  -0.0187
  420    0.0190  -0.0305
  421    0.0406  -0.0242
  422    0.0511  -0.0036
  423    0.0554  -0.0019
  424    0.0518  -0.0038
  425    0.0485  -0.0007
  426    0.0540  -0.0067
  427    0.0492  -0.0084
  428    0.0401   0.0014
  429    0.0281   0.0072
  430    0.0144  -0.0038
  431    0.0070  -0.0194
  432   -0.0031  -0.0185
  433   -0.0034  -0.0103
  434    0.0029  -0.0048
  435    0.0156   0.0012
  436    0.0204   0.0134
  437    0.0178   0.0214
  438    0.0139   0.0326
  439   -0.0017   0.0343
  440   -0.0132   0.0108
  441   -0.0062  -0.0002
  442   -0.0077   0.0072
  443   -0.0175   0.0278
  444   -0.0194   0.0391
  445   -0.0250   0.0418
  446   -0.0163   0.0305
  447   -0.0079   0.0235
  448   -0.0115   0.0072
  449   -0.0202  -0.0192
  450   -0.0271  -0.0281
  451   -0.0197  -0.0310
  452   -0.0187  -0.0290
  453   -0.0038  -0.0206
  454    0.0053  -0.0178
  455    0.0048  -0.0185
  456   -0.0012  -0.0336
  457    0.0029  -0.0362
  458    0.0060  -0.0247
  459    0.0072  -0.0240
  460    0.0144  -0.0058
  461    0.0142  -0.0026
  462    0.0113  -0.0108
  463    0.0012   0.0002
  464   -0.0062   0.0029
  465   -0.0110   0.0000
  466   -0.0086   0.0010
  467   -0.0053   0.0038
  468   -0.0108   0.0161
  469   -0.0130   0.0206
  470   -0.0142   0.0194
  471   -0.0115   0.0199
  472   -0.0074   0.0180
  473   -0.0017   0.0120
  474    0.0019   0.0053
  475    0.0038  -0.0005
  476    0.0024  -0.0026
  477    0.0043  -0.0029
  478    0.0082  -0.0058
  479    0.0096  -0.0048
  480    0.0079  -0.0010
  481    0.0043   0.0010
  482    0.0026  -0.0010
  483    0.0017  -0.0024
  484    0.0019  -0.0031
  485    0.0038  -0.0007
  486    0.0036   0.0012
  487    0.0019   0.0007
  488    0.0005   0.0002
  489    0.0000   0.0007
