Echo A : BASELI~1.DTA   
Time Period: 0.04-20.48msec
   No.  A (mPa)  An (mPa)
  305   -0.0403  -0.0034
  306   -0.0480  -0.0074
  307   -0.0382  -0.0170
  308   -0.0338  -0.0149
  309   -0.0302  -0.0142
  310   -0.0286  -0.0122
  311   -0.0281  -0.0074
  312   -0.0257  -0.0079
  313   -0.0214  -0.0043
  314   -0.0048   0.0072
  315    0.0000   0.0079
  316    0.0074   0.0156
  317    0.0209   0.0370
  318    0.0314   0.0379
  319    0.0326   0.0331
  320    0.0322   0.0307
  321    0.0228   0.0144
  322    0.0130  -0.0053
  323    0.0029   0.0043
  324   -0.0115  -0.0156
  325   -0.0252  -0.0276
  326   -0.0254  -0.0137
  327   -0.0324   0.0060
  328   -0.0451  -0.0060
  329   -0.0499  -0.0139
  330   -0.0420  -0.0204
  331   -0.0281  -0.0098
  332   -0.0113  -0.0048
  333   -0.0012  -0.0125
  334   -0.0022  -0.0154
  335   -0.0091  -0.0106
  336    0.0002  -0.0079
  337    0.0199  -0.0041
  338    0.0432   0.0002
  339    0.0562  -0.0002
  340    0.0475  -0.0024
  341    0.0432   0.0017
  342    0.0427   0.0007
  343    0.0374  -0.0029
  344    0.0206  -0.0036
  345   -0.0048  -0.0022
  346   -0.0331   0.0137
  347   -0.0533   0.0137
  348   -0.0643   0.0098
  349   -0.0557   0.0005
  350   -0.0379  -0.0122
  351   -0.0247  -0.0166
  352   -0.0180  -0.0125
  353   -0.0103   0.0007
  354    0.0053   0.0206
  355    0.0290   0.0358
  356    0.0458   0.0302
  357    0.0403   0.0096
  358    0.0187  -0.0146
  359    0.0089  -0.0211
  360    0.0170  -0.0122
  361    0.0144  -0.0113
  362    0.0065  -0.0149
  363    0.0038  -0.0118
  364    0.0065  -0.0108
  365    0.0024  -0.0190
  366    0.0041  -0.0187
  367    0.0079  -0.0046
  368    0.0074   0.0142
  369    0.0103   0.0190
  370    0.0079   0.0187
  371    0.0067   0.0144
  372    0.0103   0.0014
  373    0.0190  -0.0072
  374    0.0142   0.0002
  375   -0.0024   0.0156
