Echo A : BASELI~1.DTA   
Time Period: 0.04-20.48msec
   No.  A (mPa)  An (mPa)
  231    0.0334  -0.0002
  232    0.0907   0.0209
  233    0.0475   0.0154
  234   -0.0542   0.0151
  235   -0.0936   0.0012
  236   -0.0106  -0.0221
  237    0.1325  -0.0110
  238    0.1762  -0.0010
  239    0.0694   0.0005
  240   -0.0742  -0.0002
  241   -0.1195   0.0029
  242   -0.0468   0.0048
  243    0.0451   0.0096
  244    0.0727  -0.0038
  245    0.0494  -0.0036
  246    0.0125   0.0163
  247   -0.0211   0.0259
  248   -0.0386   0.0175
  249   -0.0211  -0.0053
  250    0.0290  -0.0110
  251    0.0619   0.0082
  252    0.0391   0.0223
  253   -0.0149   0.0223
  254   -0.0605  -0.0060
  255   -0.0665  -0.0194
  256   -0.0446  -0.0305
  257   -0.0278  -0.0334
  258   -0.0314  -0.0175
  259   -0.0252  -0.0214
  260    0.0022  -0.0118
  261    0.0384  -0.0170
  262    0.0456  -0.0218
  263    0.0216  -0.0194
  264    0.0228  -0.0060
  265    0.0494  -0.0038
  266    0.0600   0.0067
  267    0.0094   0.0178
  268   -0.0660   0.0146
  269   -0.0886   0.0019
  270   -0.0451   0.0036
  271   -0.0029  -0.0036
  272   -0.0065  -0.0086
  273   -0.0410  -0.0031
  274   -0.0641  -0.0146
  275   -0.0665  -0.0185
  276   -0.0511  -0.0173
  277   -0.0125  -0.0012
  278    0.0720   0.0144
  279    0.1601   0.0142
  280    0.1769   0.0072
  281    0.1051   0.0053
  282    0.0346   0.0034
  283    0.0514   0.0072
  284    0.1541   0.0106
  285    0.1949   0.0120
  286    0.0907   0.0106
  287   -0.1097   0.0094
  288   -0.2700  -0.0029
  289   -0.2714  -0.0185
  290   -0.1430  -0.0259
  291   -0.0223  -0.0173
  292   -0.0098  -0.0002
  293   -0.1082  -0.0101
  294   -0.2201  -0.0113
  295   -0.2362  -0.0077
  296   -0.1073   0.0038
  297    0.0811   0.0158
  298    0.1817   0.0372
  299    0.1397   0.0439
  300    0.0142   0.0355
  301   -0.0290   0.0185
  302    0.0782   0.0072
  303    0.2424   0.0031
  304    0.2993   0.0050
  305    0.1790   0.0010
  306   -0.0206  -0.0041
  307   -0.1255  -0.0127
  308   -0.0883  -0.0048
  309    0.0132  -0.0055
  310    0.0626  -0.0091
  311    0.0156  -0.0041
  312   -0.0818  -0.0158
  313   -0.1474   0.0043
  314   -0.1382   0.0228
  315   -0.0708   0.0065
  316   -0.0072  -0.0002
  317    0.0307   0.0079
  318    0.0386   0.0182
  319    0.0286   0.0271
  320    0.0281   0.0139
  321    0.0475  -0.0134
  322    0.0528  -0.0218
  323    0.0545  -0.0223
  324    0.0526  -0.0235
  325    0.0206  -0.0199
  326   -0.0413  -0.0154
  327   -0.0986  -0.0178
  328   -0.0955  -0.0166
  329   -0.0518  -0.0010
  330   -0.0055   0.0070
  331    0.0276   0.0194
  332    0.0574   0.0305
  333    0.0631   0.0281
  334    0.0130   0.0137
  335   -0.0559  -0.0122
  336   -0.0706  -0.0269
  337    0.0082  -0.0137
  338    0.1118  -0.0067
  339    0.1267  -0.0096
  340    0.0283  -0.0079
  341   -0.1171  -0.0154
  342   -0.1646  -0.0089
  343   -0.0674   0.0026
  344    0.0588   0.0070
  345    0.1087   0.0158
  346    0.0554   0.0216
  347   -0.0526   0.0252
  348   -0.1102   0.0250
  349   -0.0473   0.0146
  350    0.0859  -0.0050
  351    0.1894  -0.0127
  352    0.1670  -0.0029
  353    0.0245  -0.0024
  354   -0.1166  -0.0014
  355   -0.1562  -0.0156
  356   -0.0751  -0.0334
  357    0.0418  -0.0187
  358    0.0643  -0.0091
  359   -0.0444  -0.0019
  360   -0.1591  -0.0149
  361   -0.1586  -0.0214
  362   -0.0516  -0.0194
  363    0.0622  -0.0082
  364    0.0730   0.0154
  365    0.0192   0.0233
  366   -0.0300   0.0118
  367   -0.0247   0.0060
  368    0.0353   0.0077
  369    0.0931   0.0038
  370    0.1068   0.0046
  371    0.0794   0.0089
  372    0.0235  -0.0094
  373   -0.0367  -0.0386
  374   -0.0744  -0.0271
  375   -0.0706  -0.0036
  376   -0.0408   0.0082
  377    0.0010   0.0230
  378    0.0178   0.0288
  379    0.0065   0.0175
