Echo A : BASELI~1.DTA   
Time Period: 0.04-20.48msec
   No.  A (mPa)  An (mPa)
  229   -0.0413   0.0240
  230   -0.0274   0.0295
  231    0.0401   0.0154
  232    0.0850  -0.0031
  233    0.0504  -0.0010
  234   -0.0367   0.0166
  235   -0.1183   0.0264
  236   -0.1236   0.0211
  237   -0.0648  -0.0082
  238    0.0132  -0.0178
  239    0.0737  -0.0084
  240    0.0960  -0.0058
  241    0.0715  -0.0156
  242    0.0329  -0.0252
  243   -0.0154  -0.0410
  244   -0.0367  -0.0415
  245   -0.0019  -0.0137
  246    0.0487   0.0012
  247    0.0653   0.0005
  248    0.0298  -0.0019
  249   -0.0274  -0.0110
  250   -0.0809  -0.0233
  251   -0.1147  -0.0194
  252   -0.1070   0.0012
  253   -0.0518   0.0086
  254    0.0120   0.0007
  255    0.0631   0.0002
  256    0.0797  -0.0034
  257    0.0451   0.0094
  258   -0.0398   0.0230
  259   -0.1145   0.0326
  260   -0.1006   0.0358
  261   -0.0091   0.0365
  262    0.0854   0.0329
  263    0.1046   0.0187
  264    0.0322   0.0089
  265   -0.0638   0.0072
  266   -0.1085   0.0144
  267   -0.0679   0.0002
  268    0.0173  -0.0235
  269    0.0922  -0.0142
  270    0.1198  -0.0067
  271    0.0902  -0.0038
  272    0.0458  -0.0106
  273    0.0233  -0.0221
  274    0.0269  -0.0353
  275    0.0379  -0.0362
  276    0.0554  -0.0120
  277    0.0432   0.0089
  278   -0.0139   0.0019
  279   -0.0739  -0.0096
  280   -0.1099  -0.0070
  281   -0.1037  -0.0019
  282   -0.0722   0.0024
  283   -0.0290  -0.0002
  284    0.0046  -0.0079
  285    0.0158  -0.0079
  286    0.0048  -0.0067
  287   -0.0180  -0.0043
  288   -0.0346   0.0094
  289   -0.0125  -0.0031
  290    0.0300   0.0050
  291    0.0595   0.0096
  292    0.0554   0.0096
  293    0.0084   0.0137
  294   -0.0497   0.0199
  295   -0.0662   0.0331
  296   -0.0074   0.0259
  297    0.0514   0.0199
  298    0.0691   0.0206
  299    0.0403   0.0269
  300   -0.0096   0.0269
  301   -0.0432  -0.0041
  302   -0.0108  -0.0156
  303    0.0662  -0.0163
  304    0.1097  -0.0209
  305    0.0845  -0.0079
  306   -0.0050   0.0134
  307   -0.1034   0.0125
  308   -0.1423   0.0046
  309   -0.0804  -0.0103
  310    0.0245  -0.0130
  311    0.0934  -0.0022
  312    0.0778  -0.0082
  313   -0.0082  -0.0118
  314   -0.1090   0.0070
  315   -0.1402   0.0230
  316   -0.0703   0.0240
  317    0.0530   0.0127
  318    0.1370  -0.0034
  319    0.1102  -0.0055
  320    0.0079  -0.0108
  321   -0.1015   0.0022
  322   -0.1373   0.0108
  323   -0.0660  -0.0058
  324    0.0456  -0.0101
  325    0.1236   0.0026
  326    0.1186   0.0115
  327    0.0365  -0.0026
  328   -0.0710  -0.0163
  329   -0.1219  -0.0161
  330   -0.0816  -0.0170
  331    0.0386  -0.0158
  332    0.1404  -0.0228
  333    0.1382  -0.0050
  334    0.0396  -0.0031
  335   -0.0806  -0.0247
  336   -0.1574  -0.0338
  337   -0.1193  -0.0374
  338    0.0125  -0.0276
  339    0.1087  -0.0113
  340    0.1051  -0.0048
  341    0.0146  -0.0091
  342   -0.0912  -0.0286
  343   -0.1315  -0.0341
  344   -0.0862  -0.0142
  345    0.0350   0.0130
  346    0.1337   0.0367
  347    0.1344   0.0355
  348    0.0444   0.0290
  349   -0.0672   0.0144
  350   -0.1195   0.0055
  351   -0.0842   0.0199
  352    0.0151   0.0415
  353    0.0943   0.0218
  354    0.0852  -0.0098
  355    0.0110  -0.0250
  356   -0.0746  -0.0173
  357   -0.1150  -0.0067
  358   -0.0826   0.0017
  359   -0.0043   0.0134
  360    0.0648  -0.0019
  361    0.0667  -0.0146
  362   -0.0086  -0.0079
  363   -0.0766  -0.0079
  364   -0.0864  -0.0151
  365   -0.0461  -0.0322
  366    0.0218  -0.0358
  367    0.0742  -0.0084
  368    0.0602   0.0156
  369   -0.0002   0.0166
  370   -0.0334   0.0086
  371   -0.0247  -0.0086
  372    0.0180  -0.0166
  373    0.0725  -0.0137
  374    0.1013  -0.0019
  375    0.0823   0.0038
  376    0.0348   0.0149
  377   -0.0127   0.0305
  378   -0.0233   0.0350
  379    0.0002   0.0257
  380    0.0288   0.0430
  381    0.0360   0.0535
  382    0.0199   0.0583
  383   -0.0086   0.0449
  384   -0.0379   0.0305
  385   -0.0559   0.0317
  386   -0.0461   0.0194
  387   -0.0161   0.0199
  388    0.0029   0.0118
  389    0.0060  -0.0110
  390   -0.0130  -0.0110
  391   -0.0338  -0.0127
  392   -0.0446  -0.0350
  393   -0.0319  -0.0475
  394   -0.0079  -0.0252
  395    0.0142  -0.0146
  396    0.0180  -0.0166
  397    0.0103  -0.0269
  398    0.0017  -0.0314
  399    0.0041  -0.0264
  400    0.0264  -0.0197
  401    0.0406  -0.0254
  402    0.0526  -0.0310
  403    0.0269  -0.0194
  404   -0.0041  -0.0048
  405   -0.0127  -0.0002
  406   -0.0072   0.0050
  407   -0.0022   0.0050
  408    0.0158   0.0002
  409    0.0389  -0.0070
  410    0.0403  -0.0043
  411    0.0202   0.0108
  412    0.0019   0.0252
  413   -0.0031   0.0233
  414   -0.0062   0.0115
  415   -0.0106   0.0139
  416    0.0077   0.0214
  417    0.0262   0.0166
  418    0.0266   0.0113
  419    0.0106   0.0146
  420   -0.0151   0.0062
  421   -0.0434   0.0161
  422   -0.0557   0.0101
  423   -0.0377  -0.0031
  424   -0.0041  -0.0055
  425    0.0106  -0.0074
  426    0.0050   0.0065
  427   -0.0218   0.0204
  428   -0.0545   0.0223
  429   -0.0557   0.0161
  430   -0.0230   0.0072
  431    0.0206   0.0002
  432    0.0542  -0.0134
  433    0.0377  -0.0194
  434   -0.0062  -0.0154
  435   -0.0576  -0.0218
  436   -0.0730  -0.0293
  437   -0.0415  -0.0269
  438    0.0173  -0.0149
  439    0.0530   0.0007
  440    0.0470   0.0082
  441   -0.0089   0.0014
  442   -0.0710  -0.0154
  443   -0.0950  -0.0190
  444   -0.0574   0.0043
  445    0.0118   0.0103
  446    0.0706   0.0084
  447    0.0838   0.0096
  448    0.0422   0.0118
  449   -0.0223   0.0096
  450   -0.0514  -0.0074
  451   -0.0374  -0.0089
  452    0.0086  -0.0026
  453    0.0559  -0.0096
  454    0.0667  -0.0096
  455    0.0305  -0.0034
  456   -0.0194  -0.0074
  457   -0.0542  -0.0211
  458   -0.0425  -0.0206
  459    0.0031  -0.0082
  460    0.0478  -0.0072
  461    0.0638  -0.0113
  462    0.0362  -0.0194
  463   -0.0062  -0.0132
  464   -0.0329  -0.0151
  465   -0.0250  -0.0038
  466    0.0062   0.0103
  467    0.0346   0.0139
  468    0.0408   0.0137
  469    0.0113   0.0139
  470   -0.0252   0.0125
  471   -0.0418   0.0079
  472   -0.0298   0.0079
  473    0.0005   0.0053
  474    0.0252   0.0067
  475    0.0262   0.0043
  476    0.0067   0.0043
  477   -0.0115   0.0019
  478   -0.0161   0.0017
  479   -0.0096   0.0053
  480    0.0010   0.0077
  481    0.0065   0.0074
  482    0.0050   0.0043
  483   -0.0012   0.0026
  484   -0.0079   0.0017
  485   -0.0089   0.0024
  486   -0.0038   0.0024
  487    0.0022   0.0005
  488    0.0043  -0.0005
  489    0.0034  -0.0002
  490    0.0000  -0.0005
  491   -0.0024   0.0002
  492   -0.0026   0.0000
  493   -0.0010  -0.0002
  494    0.0002  -0.0002
  495    0.0007   0.0000
  496    0.0002  -0.0002
  497    0.0000   0.0000
  498    0.0000   0.0000
  499    0.0000   0.0000
  500    0.0000   0.0000
  501    0.0000   0.0000
  502    0.0000   0.0000
  503    0.0000   0.0000
  504    0.0000   0.0000
  505    0.0000   0.0000
  506    0.0000   0.0000
  507    0.0000   0.0000
  508    0.0000   0.0000
  509    0.0000   0.0000
  510    0.0000   0.0000
  511    0.0000   0.0000
  512    0.0000   0.0000
