Echo A : GURBAS~1.DTA   
Time Period: 0.04-20.48msec
   No.  A (mPa)  An (mPa)
  230   -0.2839  -0.0298
  231   -0.2698  -0.0238
  232   -0.2578  -0.0012
  233   -0.2381   0.0014
  234   -0.1718  -0.0240
  235   -0.0571  -0.0264
  236    0.0629  -0.0082
  237    0.1625  -0.0072
  238    0.2162   0.0026
  239    0.2256   0.0211
  240    0.2141   0.0262
  241    0.1814   0.0238
  242    0.1445   0.0168
  243    0.1224   0.0142
  244    0.0806   0.0108
  245    0.0048   0.0166
  246   -0.1008   0.0034
  247   -0.1908  -0.0031
  248   -0.2513   0.0067
  249   -0.2642   0.0010
  250   -0.2270  -0.0094
  251   -0.1697  -0.0103
  252   -0.0934  -0.0252
  253    0.0024  -0.0358
  254    0.0922  -0.0187
  255    0.1514   0.0000
  256    0.1886  -0.0125
  257    0.2165  -0.0130
  258    0.2496  -0.0118
  259    0.2688  -0.0002
  260    0.2371   0.0098
  261    0.1579   0.0245
  262    0.0545   0.0250
  263   -0.0684   0.0118
  264   -0.2136   0.0072
  265   -0.3559   0.0103
  266   -0.4162   0.0247
  267   -0.3557   0.0223
  268   -0.1961   0.0269
  269   -0.0485   0.0290
  270    0.0338   0.0334
  271    0.0437   0.0276
  272    0.0310   0.0214
  273    0.0526   0.0043
  274    0.1250  -0.0029
  275    0.2004  -0.0199
  276    0.2213  -0.0288
  277    0.2011  -0.0372
  278    0.1469  -0.0420
  279    0.0674  -0.0432
  280   -0.0350  -0.0269
  281   -0.1118   0.0048
  282   -0.1289   0.0269
  283   -0.1046   0.0391
  284   -0.0773   0.0338
  285   -0.0607   0.0290
  286   -0.0562   0.0238
  287   -0.0655   0.0060
  288   -0.0552   0.0050
  289   -0.0398   0.0086
  290   -0.0214  -0.0173
  291   -0.0034  -0.0374
  292    0.0048  -0.0365
  293    0.0434  -0.0240
  294    0.0958  -0.0408
  295    0.1262  -0.0566
  296    0.1054  -0.0398
  297    0.0708  -0.0238
  298    0.0252  -0.0180
  299   -0.0329   0.0199
  300   -0.0804   0.0468
  301   -0.1214   0.0533
  302   -0.1315   0.0631
  303   -0.0931   0.0593
  304   -0.0079   0.0506
  305    0.0689   0.0593
  306    0.0941   0.0533
  307    0.0866   0.0233
  308    0.0670   0.0026
  309    0.0694  -0.0336
  310    0.0650  -0.0490
  311    0.0463  -0.0346
  312    0.0216  -0.0269
  313   -0.0065  -0.0305
  314   -0.0365  -0.0257
  315   -0.0550  -0.0204
  316   -0.0799  -0.0178
  317   -0.1030  -0.0310
  318   -0.0806  -0.0379
  319   -0.0274  -0.0288
  320   -0.0019  -0.0082
  321    0.0252   0.0074
  322    0.0559   0.0002
  323    0.0730  -0.0098
  324    0.0881  -0.0185
  325    0.0799  -0.0247
  326    0.0487  -0.0302
  327    0.0218  -0.0178
  328   -0.0022  -0.0094
  329   -0.0276   0.0043
  330   -0.0451   0.0158
  331   -0.0581   0.0199
  332   -0.0602   0.0235
  333   -0.0658   0.0206
  334   -0.0614   0.0086
  335   -0.0648  -0.0026
  336   -0.0602   0.0031
  337   -0.0180   0.0026
  338    0.0206  -0.0151
  339    0.0506  -0.0295
  340    0.0634  -0.0168
  341    0.0545   0.0096
  342    0.0312   0.0317
  343    0.0118   0.0216
  344    0.0098   0.0072
  345    0.0086   0.0038
  346    0.0127   0.0235
  347    0.0144   0.0617
  348    0.0142   0.0576
  349    0.0269   0.0257
  350    0.0360   0.0276
  351    0.0463   0.0137
  352    0.0410  -0.0079
  353   -0.0010  -0.0017
  354   -0.0730   0.0031
  355   -0.1373   0.0029
  356   -0.1867   0.0048
  357   -0.1886   0.0043
  358   -0.1255   0.0132
  359   -0.0360   0.0067
  360    0.0355  -0.0154
  361    0.0866  -0.0132
  362    0.1075  -0.0034
  363    0.1162  -0.0031
  364    0.1325  -0.0055
  365    0.1147  -0.0137
  366    0.0607  -0.0158
  367    0.0125  -0.0334
  368   -0.0254  -0.0504
  369   -0.0703  -0.0482
  370   -0.1006  -0.0554
  371   -0.1109  -0.0559
  372   -0.0773  -0.0461
  373    0.0118  -0.0463
  374    0.0970  -0.0288
  375    0.1500  -0.0178
  376    0.1675  -0.0031
  377    0.1522  -0.0024
  378    0.0996  -0.0048
  379    0.0319  -0.0031
  380   -0.0379  -0.0002
  381   -0.1097  -0.0024
  382   -0.1476   0.0199
  383   -0.1260   0.0418
  384   -0.0794   0.0461
  385   -0.0252   0.0593
  386    0.0362   0.0686
  387    0.0922   0.0564
  388    0.1188   0.0295
  389    0.1090   0.0206
  390    0.0749   0.0252
  391    0.0089   0.0163
  392   -0.0523   0.0221
  393   -0.0965   0.0283
  394   -0.1250   0.0180
  395   -0.1294   0.0062
  396   -0.1135   0.0041
  397   -0.0694  -0.0149
  398   -0.0053  -0.0293
  399    0.0254  -0.0226
  400    0.0418  -0.0163
  401    0.0658  -0.0355
  402    0.0665  -0.0408
  403    0.0706  -0.0154
