Echo A : BASELI~1.DTA   
Time Period: 0.04-20.48msec
   No.  A (mPa)  An (mPa)
  425    0.0146  -0.0070
  426    0.0228   0.0096
  427    0.0206   0.0216
  428    0.0199   0.0338
  429    0.0163   0.0314
  430    0.0134   0.0276
  431    0.0134   0.0223
  432    0.0096   0.0137
  433   -0.0017   0.0010
  434   -0.0082   0.0043
  435   -0.0101   0.0108
  436   -0.0120   0.0178
  437   -0.0192   0.0168
  438   -0.0187   0.0115
  439   -0.0209   0.0038
  440   -0.0194   0.0110
  441   -0.0082   0.0300
  442   -0.0091   0.0403
  443   -0.0233   0.0298
  444   -0.0288   0.0101
  445   -0.0190   0.0026
  446   -0.0060   0.0072
  447    0.0067   0.0077
  448    0.0084   0.0041
  449    0.0022  -0.0154
  450    0.0067  -0.0343
  451   -0.0012  -0.0305
  452    0.0043  -0.0146
  453    0.0240  -0.0158
  454    0.0353  -0.0274
  455    0.0245  -0.0362
  456    0.0065  -0.0466
  457   -0.0058  -0.0317
  458    0.0007  -0.0242
  459    0.0074  -0.0175
  460    0.0038  -0.0096
  461    0.0010   0.0005
  462   -0.0053   0.0101
  463   -0.0144   0.0043
  464   -0.0120  -0.0019
  465   -0.0067  -0.0026
  466   -0.0029  -0.0055
  467   -0.0034  -0.0029
  468   -0.0086   0.0010
  469   -0.0079   0.0034
  470   -0.0065   0.0034
  471   -0.0029   0.0060
  472    0.0024   0.0038
  473    0.0065   0.0038
  474    0.0070   0.0094
  475    0.0072   0.0101
  476    0.0072   0.0142
  477    0.0072   0.0132
  478    0.0043   0.0038
  479    0.0019  -0.0002
  480   -0.0002   0.0005
  481    0.0007  -0.0012
  482   -0.0007   0.0019
  483   -0.0012   0.0019
  484   -0.0014   0.0002
  485   -0.0007  -0.0007
  486   -0.0005  -0.0010
  487   -0.0007   0.0010
  488   -0.0007   0.0012
  489   -0.0007   0.0012
  490   -0.0005   0.0010
  491   -0.0002   0.0002
  492    0.0000   0.0002
  493    0.0000   0.0000
  494    0.0000   0.0000
  495    0.0000   0.0000
  496    0.0000   0.0000
  497    0.0000   0.0000
  498    0.0000   0.0000
  499    0.0000   0.0000
  500    0.0000   0.0000
  501    0.0000   0.0000
  502    0.0000   0.0000
  503    0.0000   0.0000
  504    0.0000   0.0000
  505    0.0000   0.0000
  506    0.0000   0.0000
  507    0.0000   0.0000
  508    0.0000   0.0000
  509    0.0000   0.0000
  510    0.0000   0.0000
  511    0.0000   0.0000
  512    0.0000   0.0000
