Echo A : BASELI~1.DTA   
Time Period: 0.04-20.48msec
   No.  A (mPa)  An (mPa)
  337   -0.0074  -0.0019
  338   -0.0007   0.0084
  339    0.0062  -0.0026
  340   -0.0060  -0.0079
  341   -0.0048  -0.0086
  342    0.0122   0.0014
  343    0.0314  -0.0010
  344    0.0535  -0.0086
  345    0.0487  -0.0142
  346    0.0175  -0.0113
  347   -0.0142   0.0000
  348   -0.0286   0.0036
  349   -0.0204   0.0017
  350   -0.0024   0.0091
  351    0.0070   0.0029
  352    0.0077  -0.0017
  353   -0.0108   0.0038
  354   -0.0295   0.0098
  355   -0.0355   0.0101
  356   -0.0103   0.0010
  357    0.0158  -0.0034
  358    0.0163   0.0014
  359    0.0098   0.0043
  360   -0.0026  -0.0108
  361   -0.0161  -0.0038
  362   -0.0326  -0.0067
  363   -0.0427   0.0024
  364   -0.0499   0.0098
  365   -0.0497  -0.0019
  366   -0.0264  -0.0091
  367    0.0031   0.0041
  368    0.0341   0.0178
  369    0.0533   0.0125
  370    0.0379  -0.0089
  371    0.0158  -0.0214
  372   -0.0072  -0.0156
  373   -0.0091  -0.0043
  374    0.0101   0.0050
  375    0.0281   0.0031
  376    0.0353   0.0019
  377    0.0286  -0.0058
  378    0.0094  -0.0228
  379    0.0038  -0.0360
  380    0.0055  -0.0269
  381   -0.0024  -0.0043
  382   -0.0247   0.0101
  383   -0.0348   0.0146
  384   -0.0427   0.0144
  385   -0.0331   0.0106
  386   -0.0259   0.0014
  387   -0.0312   0.0058
  388   -0.0394   0.0204
  389   -0.0398   0.0326
  390   -0.0209   0.0372
  391    0.0146   0.0235
  392    0.0425   0.0137
  393    0.0432  -0.0048
  394    0.0319  -0.0204
  395    0.0082  -0.0089
  396   -0.0046   0.0070
  397    0.0072   0.0230
  398    0.0336   0.0125
  399    0.0538  -0.0060
  400    0.0576  -0.0019
  401    0.0478   0.0101
  402    0.0300   0.0113
  403    0.0110   0.0029
  404   -0.0043  -0.0055
  405   -0.0223  -0.0187
  406   -0.0266  -0.0211
  407   -0.0264  -0.0110
  408   -0.0209  -0.0043
  409   -0.0079   0.0103
  410   -0.0053   0.0070
  411    0.0031   0.0118
  412    0.0094   0.0130
  413    0.0103   0.0089
  414    0.0034   0.0058
  415   -0.0096   0.0031
  416   -0.0091   0.0019
  417   -0.0154  -0.0022
  418   -0.0230   0.0072
  419   -0.0194   0.0259
  420   -0.0048   0.0228
  421    0.0204  -0.0005
  422    0.0360  -0.0166
  423    0.0338  -0.0346
  424    0.0194  -0.0216
  425    0.0106  -0.0050
  426    0.0022   0.0110
  427   -0.0156   0.0190
  428   -0.0295   0.0094
  429   -0.0204   0.0026
  430   -0.0046  -0.0101
  431    0.0098  -0.0326
  432    0.0190  -0.0271
  433    0.0240  -0.0029
  434    0.0036   0.0050
  435   -0.0161  -0.0077
  436   -0.0300  -0.0137
  437   -0.0319  -0.0038
  438   -0.0341   0.0077
  439   -0.0264   0.0024
  440   -0.0161   0.0046
  441    0.0038   0.0070
  442    0.0115   0.0084
  443    0.0113   0.0096
  444    0.0062   0.0163
  445    0.0017   0.0218
  446    0.0120  -0.0060
  447    0.0158  -0.0182
  448    0.0139   0.0005
  449    0.0000   0.0067
  450   -0.0048   0.0034
  451   -0.0113   0.0010
  452   -0.0103  -0.0014
  453    0.0050  -0.0065
  454    0.0190  -0.0142
  455    0.0286  -0.0154
  456    0.0187  -0.0108
  457   -0.0002  -0.0041
  458   -0.0118  -0.0060
  459   -0.0192  -0.0118
  460   -0.0233  -0.0062
  461   -0.0161  -0.0005
  462   -0.0106   0.0050
  463   -0.0031  -0.0014
  464    0.0094  -0.0113
  465    0.0168  -0.0115
  466    0.0204  -0.0062
  467    0.0091   0.0000
  468    0.0002   0.0002
  469   -0.0046  -0.0014
  470   -0.0050  -0.0002
  471   -0.0055   0.0019
  472   -0.0043  -0.0031
  473   -0.0058  -0.0019
  474   -0.0077  -0.0002
  475   -0.0053   0.0002
  476   -0.0007   0.0072
  477   -0.0007   0.0079
  478   -0.0002   0.0079
  479   -0.0007   0.0067
  480    0.0010   0.0050
  481    0.0026   0.0034
  482    0.0000   0.0007
  483   -0.0002   0.0007
  484    0.0000  -0.0012
  485   -0.0002  -0.0019
  486    0.0007  -0.0010
  487    0.0010  -0.0002
  488    0.0012   0.0005
  489    0.0007   0.0010
  490    0.0007   0.0010
  491    0.0002   0.0005
  492    0.0000   0.0000
  493    0.0000  -0.0002
  494    0.0000   0.0000
  495    0.0000   0.0000
  496    0.0000   0.0000
  497    0.0000   0.0000
  498    0.0000   0.0000
  499    0.0000   0.0000
  500    0.0000   0.0000
  501    0.0000   0.0000
  502    0.0000   0.0000
  503    0.0000   0.0000
  504    0.0000   0.0000
  505    0.0000   0.0000
  506    0.0000   0.0000
  507    0.0000   0.0000
  508    0.0000   0.0000
  509    0.0000   0.0000
  510    0.0000   0.0000
  511    0.0000   0.0000
  512    0.0000   0.0000
